Title*,Publisher*,Description,Language,License,ContactPoint,LandingPage,Keywords,Themes*
Epithelial-mesenchymal plasticity induced ,https://orcid.org/0000-0002-3680-8613,EMT/MET cell line model to demonstrate that epithelial mesenchymal plasticity occurring in normal cells generates co-existing phenotypically and functionally divergent cell subpopulations with increased tumorigenic potential in vivo,en,https://creativecommons.org/licenses/by-nc/4.0/,,,"gastric cancer, EMT,transcriptomics","http://purl.bioontology.org/ontology/MEDDRA/10017758,  http://purl.obolibrary.org/obo/GO_0001837,http://edamontology.org/topic_3308"
