Title*,Dataset title*,Publisher*,Description,Language,License,AccessURL*,DownloadURL*,MediaType*,CompressionFormat,Format,Bytesize
Epithelial-mesenchymal plasticity induced by discontinuous exposure to TGFβ1 increases tumorigenic potential of normal epithelial cells,Epithelial-mesenchymal plasticity induced ,Epithelial-mesenchymal plasticity induced ,EMT/MET cell line model to demonstrate that epithelial mesenchymal plasticity occurring in normal cells generates co-existing phenotypically and functionally divergent cell subpopulations with increased tumorigenic potential in vivo,en,https://creativecommons.org/licenses/by-nc/4.0/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181008,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181008/suppl/GSE181008_counts_table_final.txt.gz,text/csv,application/gzip,,
